date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:31	119173/119173	---M--	200	added ('OK')	image/jpeg	etag:%221d185-5685f55401c40%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/megha.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/megha.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:54:37	37514/37514	---M--	200	added ('OK')	image/jpeg	etag:%22928a-5684fc5a233c0%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Makadiya%20Deep.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Makadiya%20Deep.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:54:48	177258/177258	---M--	200	added ('OK')	application/pdf	etag:%222b46a-5684f52d5c640%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Megha.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Megha.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:54:51	168381/168381	---M--	200	added ('OK')	text/css	etag:%22291bd-5319e21c8b129%22	http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/min/plugin-min.css	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:54:52	3969/3969	---M--	200	added ('OK')	text/css	etag:%22f81-5319e5953fde5%22	http://www.math.iitb.ac.in/~assoc/obscure/min/custom-min.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/min/custom-min.css	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:55:02	44807/44807	---M--	200	added ('OK')	image/jpeg	etag:%22af07-5319e2175f191%22	http://www.math.iitb.ac.in/~assoc/obscure/img/amrit.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/img/amrit.jpg	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:55:05	462169/462169	---M--	200	added ('OK')	application/pdf	etag:%2270d59-5684f49d5b280%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Lokesh_Arya.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Lokesh_Arya.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:55:15	196416/196416	---M--	200	added ('OK')	application/pdf	etag:%222ff40-5684f3043ad40%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Makadiya_Deepkumar.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Makadiya_Deepkumar.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:55:40	218637/218637	---M--	200	added ('OK')	image/jpeg	etag:%223560d-5319e21736539%22	http://www.math.iitb.ac.in/~assoc/obscure/img/prasant.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/img/prasant.jpg	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:55:55	83278/83278	---M--	200	added ('OK')	image/jpeg	etag:%221454e-5319e2174ebd9%22	http://www.math.iitb.ac.in/~assoc/obscure/img/rajiv.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/img/rajiv.jpg	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:55:55	321344/321344	---M--	200	added ('OK')	image/jpeg	etag:%224e740-5319e20fca2e1%22	http://www.math.iitb.ac.in/~assoc/obscure/img/harshdeep.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/img/harshdeep.jpg	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:55:58	7021/7021	---M--	200	added ('OK')	application/javascript	etag:%221b6d-5319e21a50c29%22	http://www.math.iitb.ac.in/~assoc/obscure/min/custom-min.js	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/min/custom-min.js	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:55:59	219/219	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jul%202018%2006:28:44%20GMT	http://www.math.iitb.ac.in/~assoc/culturals.html	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/culturals.html	(from http://www.math.iitb.ac.in/~assoc/events.html)
11:56:00	216/216	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jul%202018%2006:28:45%20GMT	http://www.math.iitb.ac.in/~assoc/sports.html	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/sports.html	(from http://www.math.iitb.ac.in/~assoc/events.html)
11:56:01	15645/15645	---M--	200	added ('OK')	text/html	etag:%223d1d-56b9a7e339a80%22	http://www.math.iitb.ac.in/~assoc/alumni.html	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/alumni.html	(from http://www.math.iitb.ac.in/~assoc/events.html)
11:56:06	297979/297979	---M--	200	added ('OK')	image/jpeg	etag:%2248bfb-5319e215d83a9%22	http://www.math.iitb.ac.in/~assoc/obscure/img/faizal.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/img/faizal.jpg	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:56:09	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-51eed2e466100%22	http://www.math.iitb.ac.in/~assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://www.math.iitb.ac.in/~assoc/mo/bootstrap/css/bootstrap.css)
11:56:11	23320/23320	---M--	200	added ('OK')	application/font-woff	etag:%225b18-51eed2e466100%22	http://www.math.iitb.ac.in/~assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://www.math.iitb.ac.in/~assoc/mo/bootstrap/css/bootstrap.css)
11:56:13	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-51eed2e466100%22	http://www.math.iitb.ac.in/~assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.math.iitb.ac.in/~assoc/mo/bootstrap/css/bootstrap.css)
11:56:15	62926/62926	---M--	200	added ('OK')	image/svg+xml	etag:%22f5ce-51eed2e466100%22	http://www.math.iitb.ac.in/~assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://www.math.iitb.ac.in/~assoc/mo/bootstrap/css/bootstrap.css)
11:56:23	41280/41280	---M--	200	added ('OK')	application/font-sfnt	etag:%22a140-51eed2e466100%22	http://www.math.iitb.ac.in/~assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://www.math.iitb.ac.in/~assoc/mo/bootstrap/css/bootstrap.css)
11:56:28	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dac6-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont78ce.eot	(from http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/css/font-awesome.css)
11:56:33	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dac6-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/css/font-awesome.css)
11:56:39	221752/221752	---M--	200	added ('OK')	application/javascript	etag:%2236238-5319e21e30759%22	http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.js	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/min/plugin-min.js	(from http://www.math.iitb.ac.in/~assoc/obscure/)
11:56:39	65452/65452	---M--	200	added ('OK')	application/font-woff	etag:%22ffac-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont78ce.woff	(from http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/css/font-awesome.css)
11:56:44	287007/287007	---M--	200	added ('OK')	image/svg+xml	etag:%224611f-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont78ce.svg	(from http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/css/font-awesome.css)
11:56:46	73111/73111	---M--	200	added ('OK')	text/css	etag:%2211d97-51eed2e466100%22	http://www.math.iitb.ac.in/~assoc/mo/css/animate.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/css/animate.css	(from http://www.math.iitb.ac.in/~assoc/mo/css/animations.css)
11:56:52	112160/112160	---M--	200	added ('OK')	application/font-sfnt	etag:%221b620-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/fonts/font-awesome/fonts/fontawesome-webfont78ce.ttf	(from http://www.math.iitb.ac.in/~assoc/mo/fonts/font-awesome/css/font-awesome.css)
11:57:11	94531/94531	---M--	200	added ('OK')	image/jpeg	etag:%2217143-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/images/bg-image-4.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/images/bg-image-4.jpg	(from http://www.math.iitb.ac.in/~assoc/mo/css/style.css)
11:57:13	225/225	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jul%202018%2006:29:57%20GMT	http://www.math.iitb.ac.in/~assoc/mo/images/image1.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/images/image1.c0.delayed	(from http://www.math.iitb.ac.in/~assoc/mo/css/style.css)
11:57:15	145945/145945	---M--	200	added ('OK')	image/jpeg	etag:%2223a19-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/images/banner.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/images/banner.jpg	(from http://www.math.iitb.ac.in/~assoc/mo/css/style.css)
11:57:24	190664/190664	---M--	200	added ('OK')	text/css	etag:%222e8c8-523f3db28780c%22	http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/css/materialize.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/registration2017/online/css/materialize.css	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:29	199099/199099	---M--	200	added ('OK')	text/css	etag:%22309bb-523f3db296654%22	http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/css/mat_edit.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/registration2017/online/css/mat_edit.css	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:31	18526/18526	---M--	200	added ('OK')	text/css	etag:%22485e-523f3db27957c%22	http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/css/style.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/registration2017/online/css/style.css	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:37	271965/271965	---M--	200	added ('OK')	image/jpeg	etag:%224265d-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/images/bg-image-3.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/images/bg-image-3.jpg	(from http://www.math.iitb.ac.in/~assoc/mo/css/style.css)
11:57:43	121384/121384	---M--	200	added ('OK')	image/gif	etag:%221da28-523f3db3abfbc%22	http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/images/logo1.gif	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/registration2017/online/images/logo1.gif	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:43	84245/84245	---M-Z	200	added ('OK')	application/javascript	etag:W/%2254499a48-14915%22	https://code.jquery.com/jquery-2.1.1.min.js	C:/My%20Web%20Sites/we/code.jquery.com/jquery-2.1.1.min.js	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:44	1386/1386	---M--	200	added ('OK')	application/javascript	etag:%2256a-53f31f06a50c0%22	http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/js/pickadate/Datepick.js	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/registration2017/online/js/pickadate/Datepick.js	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:52	122912/122912	---M--	200	added ('OK')	application/javascript	etag:%221e020-523f3db70661c%22	http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/js/materialize.min.js	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/registration2017/online/js/materialize.min.js	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:54	762/762	---MC-	200	added ('OK')	text/javascript	date:Sat,%2014%20Jul%202018%2006:27:45%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/we/www.google.com/recaptcha/api.js	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/result_2017.php)
11:57:54	214/214	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jul%202018%2006:30:38%20GMT	http://www.math.iitb.ac.in/~assoc/mo/^([^:/?	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/^([^_/indexd41d.html	(from http://connect.facebook.net/en_GB/sdk.js)
11:58:05	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-5127938de7880%22	http://www.math.iitb.ac.in/~assoc/assets/fonts/fontawesome-webfont.eot?v=4.0.3	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/fonts/fontawesome-webfontba72.eot	(from http://www.math.iitb.ac.in/~assoc/assets/css/font-awesome.min.css)
11:58:09	313398/313398	---M--	200	added ('OK')	image/svg+xml	etag:%224c836-5127938de7880%22	http://www.math.iitb.ac.in/~assoc/assets/fonts/fontawesome-webfont.svg?v=4.0.3	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/fonts/fontawesome-webfontba72.svg	(from http://www.math.iitb.ac.in/~assoc/assets/css/font-awesome.min.css)
11:58:12	71508/71508	---M--	200	added ('OK')	application/font-woff	etag:%2211754-5127938de7880%22	http://www.math.iitb.ac.in/~assoc/assets/fonts/fontawesome-webfont.woff?v=4.0.3	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/fonts/fontawesome-webfontba72.woff	(from http://www.math.iitb.ac.in/~assoc/assets/css/font-awesome.min.css)
11:58:18	122092/122092	---M--	200	added ('OK')	application/font-sfnt	etag:%221dcec-5127938de7880%22	http://www.math.iitb.ac.in/~assoc/assets/fonts/fontawesome-webfont.ttf?v=4.0.3	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/fonts/fontawesome-webfontba72.ttf	(from http://www.math.iitb.ac.in/~assoc/assets/css/font-awesome.min.css)
12:03:03	10318840/10318840	---M--	200	added ('OK')	image/jpeg	etag:%229d73f8-568517a986280%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Taniya_Sarkar.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Taniya_Sarkar.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
12:03:04	33220/33220	---M--	200	added ('OK')	text/html	etag:%2281c4-5319e1f322f98%22	http://www.math.iitb.ac.in/~assoc/obscure/font/material-design-icons/Material-Design-Icons.woff2	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/material-design-icons/Material-Design-Icons.html	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:13	330095/330095	---M--	200	added ('OK')	image/svg+xml	etag:%225096f-5319e1f1197d8%22	http://www.math.iitb.ac.in/~assoc/obscure/font/material-design-icons/Material-Design-Icons.svg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/material-design-icons/Material-Design-Icons.svg	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:14	48524/48524	---M--	200	added ('OK')	text/html	etag:%22bd8c-5319e206dfb58%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Thin.woff2	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Thin.html	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:23	102112/102112	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218ee0-5319e1ea754b8%22	http://www.math.iitb.ac.in/~assoc/obscure/font/material-design-icons/Material-Design-Icons.eot?	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/material-design-icons/Material-Design-Iconsd41d.eot	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:27	61628/61628	---M--	200	added ('OK')	application/font-woff	etag:%22f0bc-5319e20648960%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Thin.woff	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Thin.woff	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:27	101968/101968	---M--	200	added ('OK')	application/font-woff	etag:%2218e50-5319e1f2c7aa8%22	http://www.math.iitb.ac.in/~assoc/obscure/font/material-design-icons/Material-Design-Icons.woff	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/material-design-icons/Material-Design-Icons.woff	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:27	101892/101892	---M--	200	added ('OK')	application/font-sfnt	etag:%2218e04-5319e1f229768%22	http://www.math.iitb.ac.in/~assoc/obscure/font/material-design-icons/Material-Design-Icons.ttf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/material-design-icons/Material-Design-Icons.ttf	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:28	49380/49380	---M--	200	added ('OK')	text/html	etag:%22c0e4-5319e1f8e8c20%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Light.woff2	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Light.html	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:32	49236/49236	---M--	200	added ('OK')	text/html	etag:%22c054-5319e202a89b8%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Regular.woff2	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Regular.html	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:40	127584/127584	---M--	200	added ('OK')	application/font-sfnt	etag:%221f260-5319e2035d458%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Thin.ttf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Thin.ttf	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:42	62316/62316	---M--	200	added ('OK')	application/font-woff	etag:%22f36c-5319e1f89e4b8%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Light.woff	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Light.woff	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:43	50224/50224	---M--	200	added ('OK')	text/html	etag:%22c430-5319e201632b0%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Medium.woff2	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Medium.html	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:45	61736/61736	---M--	200	added ('OK')	application/font-woff	etag:%22f128-5319e2024ccf8%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Regular.woff	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Regular.woff	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:54	126792/126792	---M--	200	added ('OK')	application/font-sfnt	etag:%221ef48-5319e1f895c00%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Light.ttf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Light.ttf	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:55	49976/49976	---M--	200	added ('OK')	text/html	etag:%22c338-5319e1f7e8e60%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Bold.woff2	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Bold.html	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:03:57	62980/62980	---M--	200	added ('OK')	application/font-woff	etag:%22f604-5319e2006a250%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Medium.woff	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Medium.woff	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:04	126072/126072	---M--	200	added ('OK')	application/font-sfnt	etag:%221ec78-5319e2021d728%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Regular.ttf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Regular.ttf	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:06	62876/62876	---M--	200	added ('OK')	application/font-woff	etag:%22f59c-5319e1f706560%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Bold.woff	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Bold.woff	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:08	127488/127488	---M--	200	added ('OK')	application/font-sfnt	etag:%221f200-5319e1fb895d8%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Medium.ttf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Medium.ttf	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:13	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dac6-5319e209e17c1%22	http://www.math.iitb.ac.in/~assoc/obscure/fonts/fontawesome-webfont.eot?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/fonts/fontawesome-webfont78ce.eot	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:16	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dac6-5319e209e17c1%22	http://www.math.iitb.ac.in/~assoc/obscure/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/fonts/fontawesome-webfontd41d.eot	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:20	287007/287007	---M--	200	added ('OK')	image/svg+xml	etag:%224611f-5319e20ca2ce9%22	http://www.math.iitb.ac.in/~assoc/obscure/fonts/fontawesome-webfont.svg?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/fonts/fontawesome-webfont78ce.svg	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:21	127744/127744	---M--	200	added ('OK')	application/font-sfnt	etag:%221f300-5319e1f4899e0%22	http://www.math.iitb.ac.in/~assoc/obscure/font/roboto/Roboto-Bold.ttf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/font/roboto/Roboto-Bold.ttf	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:21	65452/65452	---M--	200	added ('OK')	application/font-woff	etag:%22ffac-5319e20cd3641%22	http://www.math.iitb.ac.in/~assoc/obscure/fonts/fontawesome-webfont.woff?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/fonts/fontawesome-webfont78ce.woff	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:22	224/224	---M--	302	error ('Found')	text/html	date:Sat,%2014%20Jul%202018%2006:37:07%20GMT	http://www.math.iitb.ac.in/img/status.gif	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/img/status.e6.delayed	(from http://www.math.iitb.ac.in/~assoc/obscure/min/custom-min.css)
12:04:31	112160/112160	---M--	200	added ('OK')	application/font-sfnt	etag:%221b620-5319e20cc0d61%22	http://www.math.iitb.ac.in/~assoc/obscure/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/obscure/fonts/fontawesome-webfont78ce.ttf	(from http://www.math.iitb.ac.in/~assoc/obscure/min/plugin-min.css)
12:04:41	105574/105574	---M--	200	added ('OK')	image/jpeg	etag:%2219c66-568c6b7fa49c0%22	http://www.math.iitb.ac.in/~assoc/events/mock.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/events/mock.jpg	(from http://www.math.iitb.ac.in/~assoc/alumni.html)
12:04:41	100101/100101	---M--	200	added ('OK')	image/jpeg	etag:%2218705-568c6c9fa7140%22	http://www.math.iitb.ac.in/~assoc/events/Core.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/events/Core.jpg	(from http://www.math.iitb.ac.in/~assoc/alumni.html)
12:04:42	33220/33220	---M--	200	added ('OK')	text/html	etag:%2281c4-523f3db36993c%22	http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/font/material-design-icons/Material-Design-Icons.woff2	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/registration2017/online/font/material-design-icons/Material-Design-Icons.html	(from http://www.math.iitb.ac.in/~assoc/mo/registration2017/online/css/materialize.css)
